start_date,end_date,geography,geography_code,threshold_level,file_name,level,publication_date,proportion_pos,proportion_pos_low_95,proportion_pos_high_95
2021-02-22,2021-02-28,Yorkshire and The Humber,E12000003,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.172,0.155,0.192
2021-02-22,2021-02-28,East Midlands,E12000004,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.165,0.149,0.183
2021-02-22,2021-02-28,West Midlands,E12000005,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.188,0.172,0.20800000000000002
2021-02-22,2021-02-28,East of England,E12000006,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.171,0.155,0.19
2021-02-22,2021-02-28,London,E12000007,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.212,0.193,0.231
2021-02-22,2021-02-28,South East,E12000008,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.157,0.142,0.174
2021-02-22,2021-02-28,South West,E12000009,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.139,0.125,0.156
2021-03-01,2021-03-07,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,national,2022-01-26,0.32299999999999995,0.297,0.35
2021-03-01,2021-03-07,North East,E12000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.301,0.272,0.332
2021-03-01,2021-03-07,North West,E12000002,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.349,0.32,0.379
2021-03-01,2021-03-07,Yorkshire and The Humber,E12000003,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.317,0.289,0.34600000000000003
2021-03-01,2021-03-07,East Midlands,E12000004,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.31,0.282,0.33799999999999997
2021-03-01,2021-03-07,West Midlands,E12000005,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.349,0.32,0.37799999999999995
2021-03-01,2021-03-07,East of England,E12000006,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.321,0.294,0.35
2021-03-01,2021-03-07,London,E12000007,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.353,0.32299999999999995,0.384
2021-03-01,2021-03-07,South East,E12000008,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.29100000000000004,0.266,0.318
2021-03-01,2021-03-07,South West,E12000009,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.293,0.268,0.32
2021-03-01,2021-03-07,England,E92000001,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,national,2022-01-26,0.203,0.187,0.222
2021-03-01,2021-03-07,North East,E12000001,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.2,0.18,0.22399999999999998
2021-03-01,2021-03-07,North West,E12000002,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.222,0.203,0.244
2021-03-01,2021-03-07,Yorkshire and The Humber,E12000003,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.198,0.179,0.21899999999999997
2021-03-01,2021-03-07,East Midlands,E12000004,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.192,0.174,0.212
2021-03-01,2021-03-07,West Midlands,E12000005,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.21600000000000003,0.19699999999999998,0.237
2021-03-01,2021-03-07,East of England,E12000006,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.19699999999999998,0.179,0.218
2021-03-01,2021-03-07,London,E12000007,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.24,0.221,0.261
2021-03-01,2021-03-07,South East,E12000008,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.183,0.16699999999999998,0.203
2021-03-01,2021-03-07,South West,E12000009,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.16399999999999998,0.14800000000000002,0.184
2021-03-08,2021-03-14,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,national,2022-01-26,0.36700000000000005,0.33799999999999997,0.395
2021-03-08,2021-03-14,North East,E12000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.342,0.311,0.374
2021-03-08,2021-03-14,North West,E12000002,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.392,0.36200000000000004,0.424
2021-03-08,2021-03-14,Yorkshire and The Humber,E12000003,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.36,0.33,0.391
2021-03-08,2021-03-14,East Midlands,E12000004,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.35600000000000004,0.327,0.386
2021-03-08,2021-03-14,West Midlands,E12000005,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.395,0.364,0.426
2021-03-08,2021-03-14,East of England,E12000006,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.366,0.335,0.396
2021-03-08,2021-03-14,London,E12000007,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.39299999999999996,0.361,0.426
2021-03-08,2021-03-14,South East,E12000008,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.336,0.308,0.365
2021-03-08,2021-03-14,South West,E12000009,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.33899999999999997,0.31,0.369
2021-03-08,2021-03-14,England,E92000001,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,national,2022-01-26,0.21600000000000003,0.2,0.23600000000000002
2021-03-08,2021-03-14,North East,E12000001,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.215,0.19399999999999998,0.239
2021-03-08,2021-03-14,North West,E12000002,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.23600000000000002,0.21600000000000003,0.259
2021-03-08,2021-03-14,Yorkshire and The Humber,E12000003,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.21,0.191,0.23199999999999998
2021-03-08,2021-03-14,East Midlands,E12000004,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.20600000000000002,0.188,0.226
2021-03-08,2021-03-14,West Midlands,E12000005,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.22899999999999998,0.21,0.251
2021-03-08,2021-03-14,East of England,E12000006,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.209,0.191,0.23
2021-03-08,2021-03-14,London,E12000007,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.253,0.233,0.275
2021-03-08,2021-03-14,South East,E12000008,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.19699999999999998,0.18,0.217
2021-03-08,2021-03-14,South West,E12000009,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.177,0.16,0.198
2021-03-15,2021-03-21,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,national,2022-01-26,0.368,0.33799999999999997,0.39899999999999997
2021-03-15,2021-03-21,North East,E12000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.34,0.307,0.373
2021-03-15,2021-03-21,North West,E12000002,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.39299999999999996,0.36,0.426
2021-03-15,2021-03-21,Yorkshire and The Humber,E12000003,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.36,0.32799999999999996,0.392
2021-03-15,2021-03-21,East Midlands,E12000004,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.361,0.33,0.39299999999999996
2021-03-15,2021-03-21,West Midlands,E12000005,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.39799999999999996,0.366,0.431
2021-03-15,2021-03-21,East of England,E12000006,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.36700000000000005,0.335,0.39899999999999997
2021-03-15,2021-03-21,London,E12000007,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.39299999999999996,0.361,0.42700000000000005
2021-03-15,2021-03-21,South East,E12000008,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.341,0.311,0.371
2021-03-15,2021-03-21,South West,E12000009,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.341,0.31,0.37200000000000005
2021-03-15,2021-03-21,England,E92000001,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,national,2022-01-26,0.215,0.19699999999999998,0.235
2021-03-15,2021-03-21,North East,E12000001,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.214,0.193,0.23800000000000002
2021-03-15,2021-03-21,North West,E12000002,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.23399999999999999,0.214,0.258
2021-03-15,2021-03-21,Yorkshire and The Humber,E12000003,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.20800000000000002,0.18899999999999997,0.23
2021-03-15,2021-03-21,East Midlands,E12000004,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.205,0.18600000000000003,0.226
2021-03-15,2021-03-21,West Midlands,E12000005,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.22699999999999998,0.207,0.249
2021-03-15,2021-03-21,East of England,E12000006,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.20600000000000002,0.187,0.228
2021-03-15,2021-03-21,London,E12000007,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.251,0.23,0.273
2021-03-15,2021-03-21,South East,E12000008,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.19699999999999998,0.179,0.217
2021-03-15,2021-03-21,South West,E12000009,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.177,0.16,0.19699999999999998
2021-03-22,2021-03-28,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,national,2022-01-26,0.38,0.35,0.41
2021-03-22,2021-03-28,North East,E12000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.349,0.316,0.382
2021-03-22,2021-03-28,North West,E12000002,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.40299999999999997,0.371,0.435
2021-03-22,2021-03-28,Yorkshire and The Humber,E12000003,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.37,0.33799999999999997,0.402
2021-03-22,2021-03-28,East Midlands,E12000004,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.377,0.345,0.408
2021-03-22,2021-03-28,West Midlands,E12000005,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.41,0.37799999999999995,0.441
2021-03-22,2021-03-28,East of England,E12000006,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.379,0.34700000000000003,0.41100000000000003
2021-03-22,2021-03-28,London,E12000007,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.39899999999999997,0.366,0.431
2021-03-22,2021-03-28,South East,E12000008,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.35700000000000004,0.327,0.387
2021-03-22,2021-03-28,South West,E12000009,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.354,0.32299999999999995,0.385
2021-03-22,2021-03-28,England,E92000001,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,national,2022-01-26,0.22699999999999998,0.21100000000000002,0.247
2021-03-22,2021-03-28,North East,E12000001,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.228,0.207,0.251
2021-03-22,2021-03-28,North West,E12000002,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.248,0.22899999999999998,0.271
2021-03-22,2021-03-28,Yorkshire and The Humber,E12000003,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.221,0.203,0.242
2021-03-22,2021-03-28,East Midlands,E12000004,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.218,0.19899999999999998,0.23800000000000002
2021-03-22,2021-03-28,West Midlands,E12000005,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.239,0.22,0.26
2021-03-22,2021-03-28,East of England,E12000006,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.217,0.19899999999999998,0.23800000000000002
2021-03-22,2021-03-28,London,E12000007,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.261,0.24100000000000002,0.282
2021-03-22,2021-03-28,South East,E12000008,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.21,0.193,0.23
2021-03-22,2021-03-28,South West,E12000009,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.19,0.17300000000000001,0.21
2021-03-29,2021-04-04,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,national,2022-01-26,0.45899999999999996,0.428,0.491
2021-03-29,2021-04-04,North East,E12000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.429,0.39399999999999996,0.46399999999999997
2021-03-29,2021-04-04,North West,E12000002,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.483,0.45,0.516
2021-03-29,2021-04-04,Yorkshire and The Humber,E12000003,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.451,0.41700000000000004,0.485
2021-03-29,2021-04-04,East Midlands,E12000004,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.462,0.429,0.495
2021-03-29,2021-04-04,West Midlands,E12000005,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.489,0.456,0.521
2021-03-29,2021-04-04,East of England,E12000006,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.46,0.426,0.493
2021-03-29,2021-04-04,London,E12000007,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.469,0.436,0.502
2021-03-29,2021-04-04,South East,E12000008,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.441,0.409,0.473
2021-03-29,2021-04-04,South West,E12000009,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.435,0.402,0.467
2021-03-29,2021-04-04,England,E92000001,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,national,2022-01-26,0.285,0.265,0.307
2021-03-29,2021-04-04,North East,E12000001,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.285,0.262,0.312
2021-03-29,2021-04-04,North West,E12000002,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.31,0.28800000000000003,0.335
2021-03-29,2021-04-04,Yorkshire and The Humber,E12000003,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.278,0.257,0.303
2021-03-29,2021-04-04,East Midlands,E12000004,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.27399999999999997,0.253,0.297
2021-03-29,2021-04-04,West Midlands,E12000005,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.297,0.276,0.321
2021-03-29,2021-04-04,East of England,E12000006,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.272,0.251,0.297
2021-03-29,2021-04-04,London,E12000007,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.319,0.297,0.34299999999999997
2021-03-29,2021-04-04,South East,E12000008,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.266,0.24600000000000002,0.29
2021-03-29,2021-04-04,South West,E12000009,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.243,0.222,0.266
2021-04-05,2021-04-11,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,national,2022-01-26,0.524,0.493,0.555
2021-04-05,2021-04-11,North East,E12000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.49700000000000005,0.462,0.532
2021-04-05,2021-04-11,North West,E12000002,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.5479999999999999,0.514,0.58
2021-04-05,2021-04-11,Yorkshire and The Humber,E12000003,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.518,0.484,0.551
2021-04-05,2021-04-11,East Midlands,E12000004,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.532,0.498,0.563
2021-04-05,2021-04-11,West Midlands,E12000005,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.551,0.519,0.5820000000000001
2021-04-05,2021-04-11,East of England,E12000006,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.526,0.493,0.5579999999999999
2021-04-05,2021-04-11,London,E12000007,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.526,0.493,0.5589999999999999
2021-04-05,2021-04-11,South East,E12000008,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.51,0.47700000000000004,0.542
2021-04-05,2021-04-11,South West,E12000009,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.5,0.467,0.532
2021-04-05,2021-04-11,England,E92000001,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,national,2022-01-26,0.304,0.284,0.327
2021-04-05,2021-04-11,North East,E12000001,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.304,0.28,0.331
2021-04-05,2021-04-11,North West,E12000002,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.331,0.309,0.35700000000000004
2021-04-05,2021-04-11,Yorkshire and The Humber,E12000003,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.297,0.276,0.32299999999999995
2021-04-05,2021-04-11,East Midlands,E12000004,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.293,0.272,0.317
2021-04-05,2021-04-11,West Midlands,E12000005,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.316,0.295,0.34
2021-04-05,2021-04-11,East of England,E12000006,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.292,0.27,0.316
2021-04-05,2021-04-11,London,E12000007,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.336,0.314,0.359
2021-04-05,2021-04-11,South East,E12000008,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.287,0.266,0.311
2021-04-05,2021-04-11,South West,E12000009,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.262,0.242,0.28600000000000003
2021-04-12,2021-04-18,England,E92000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,national,2022-01-26,0.552,0.521,0.5820000000000001
2021-04-12,2021-04-18,North East,E12000001,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.529,0.495,0.562
2021-04-12,2021-04-18,North West,E12000002,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.575,0.544,0.607
2021-04-12,2021-04-18,Yorkshire and The Humber,E12000003,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.5489999999999999,0.516,0.58
2021-04-12,2021-04-18,East Midlands,E12000004,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.563,0.531,0.593
2021-04-12,2021-04-18,West Midlands,E12000005,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.575,0.544,0.605
2021-04-12,2021-04-18,East of England,E12000006,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.5539999999999999,0.522,0.585
2021-04-12,2021-04-18,London,E12000007,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.544,0.512,0.5760000000000001
2021-04-12,2021-04-18,South East,E12000008,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.54,0.509,0.5710000000000001
2021-04-12,2021-04-18,South West,E12000009,standard,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.529,0.49700000000000005,0.56
2021-04-12,2021-04-18,England,E92000001,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,national,2022-01-26,0.32299999999999995,0.303,0.34600000000000003
2021-04-12,2021-04-18,North East,E12000001,higher,/Users/eidesfun/code/inc2prev/data-processed/ab/20220126covid19infectionsurveydatasets.xlsx,regional,2022-01-26,0.321,0.297,0.348
